1928831584,1,content/mix/3195,leeromgeving,1
1845914268,4,content/mix/4497,educared-t,0
1845914268,4,content/mix/4497,educared-t,7
773914411,1,content/mix/4814,educared-t,8
773914411,1,content/mix/4814,educared-t,0
1306932743,34,content/mix/5441,leeromgeving,4
1306932743,34,content/mix/5441,leeromgeving,5
1306932743,34,content/mix/5441,leeromgeving,2
1215373125,1,content/mix/5478,leeromgeving,1
1215373125,1,content/mix/5478,leeromgeving,0
1835108664,2,content/mix/5495,leeromgeving,4
1835108664,2,content/mix/5495,leeromgeving,6
1835108664,2,content/mix/5495,leeromgeving,8
284795933,1,content/mix/7272,leeromgeving,0
284795933,1,content/mix/7272,leeromgeving,4
1205691654,1,content/mix/7281,leeromgeving,6
1205691654,1,content/mix/7281,leeromgeving,3
1306932743,0,content/mix/7281,leeromgeving,2
113451117,1,content/mix/7287,leeromgeving,5
113451117,1,content/mix/7287,leeromgeving,7
113451117,1,content/mix/7287,leeromgeving,8
1376279621,3,content/mix/7287,leeromgeving,0
1376279621,3,content/mix/7287,leeromgeving,5
1376279621,3,content/mix/7287,leeromgeving,6
113451117,1,content/mix/7292,leeromgeving,4
113451117,1,content/mix/7292,leeromgeving,3
113451117,1,content/mix/7292,leeromgeving,7
1835108664,0,content/mix/7493,leeromgeving,5
1847871551,1,content/mix/7499,leeromgeving,2
1847871551,1,content/mix/7499,leeromgeving,1
1847871551,1,content/mix/7499,leeromgeving,0
113451117,1,content/mix/7533,leeromgeving,6
113451117,1,content/mix/7533,leeromgeving,8
113451117,1,content/mix/7533,leeromgeving,5
50636717,3,content/mix/7535,buurtzorg,7
50636717,3,content/mix/7535,buurtzorg,3
211802634,5,content/mix/7535,buurtzorg,9
211802634,5,content/mix/7535,buurtzorg,4
255177399,1,content/mix/7535,buurtzorg,7
255177399,1,content/mix/7535,buurtzorg,3
627020127,2,content/mix/7535,buurtzorg,6
627020127,2,content/mix/7535,buurtzorg,2
2097382486,1,content/mix/7535,buurtzorg,1
2097382486,1,content/mix/7535,buurtzorg,0
1306932743,1,content/mix/7617,leeromgeving,9
1306932743,1,content/mix/7617,leeromgeving,7
1306932743,1,content/mix/7617,leeromgeving,6
858201212,3,content/mix/7618,leeromgeving,9
858201212,3,content/mix/7618,leeromgeving,0
858201212,3,content/mix/7618,leeromgeving,4
1635477804,3,content/mix/7638,leeromgeving,2
1635477804,3,content/mix/7638,leeromgeving,1
1635477804,3,content/mix/7638,leeromgeving,5
1847871551,1,content/mix/7643,leeromgeving,5
1847871551,1,content/mix/7643,leeromgeving,3
1847871551,1,content/mix/7643,leeromgeving,6
515887177,1,content/mix/7647,leeromgeving,7
515887177,1,content/mix/7647,leeromgeving,8
515887177,1,content/mix/7647,leeromgeving,0
858201212,2,content/mix/7647,leeromgeving,5
858201212,2,content/mix/7647,leeromgeving,3
858201212,2,content/mix/7647,leeromgeving,6
825937030,1,content/mix/7661,leeromgeving,7
825937030,1,content/mix/7661,leeromgeving,8
825937030,1,content/mix/7661,leeromgeving,3
949867217,2,content/mix/7661,leeromgeving,8
949867217,2,content/mix/7661,leeromgeving,2
949867217,2,content/mix/7661,leeromgeving,1
1306932743,1,content/mix/7681,leeromgeving,8
1306932743,1,content/mix/7681,leeromgeving,5
50636717,1,content/mix/7682,buurtzorg,8
50636717,1,content/mix/7682,buurtzorg,9
211802634,1,content/mix/7682,buurtzorg,0
211802634,1,content/mix/7682,buurtzorg,5
1257877109,1,content/mix/7770,leeromgeving,7
1257877109,1,content/mix/7770,leeromgeving,9
1785381835,0,content/mix/7770,leeromgeving,30
250330954,1,content/mix/7771,leeromgeving,4
250330954,1,content/mix/7771,leeromgeving,7
250330954,1,content/mix/7771,leeromgeving,5
397935211,1,content/mix/7771,leeromgeving,8
397935211,1,content/mix/7771,leeromgeving,0
397935211,1,content/mix/7771,leeromgeving,1
397935211,1,content/mix/7771,leeromgeving,2
397935211,1,content/mix/7771,leeromgeving,8
408067670,1,content/mix/7771,leeromgeving,4
408067670,1,content/mix/7771,leeromgeving,6
932542522,1,content/mix/7771,leeromgeving,8
932542522,1,content/mix/7771,leeromgeving,4
936158552,1,content/mix/7771,leeromgeving,3
936158552,1,content/mix/7771,leeromgeving,9
1000572509,1,content/mix/7771,leeromgeving,0
1000572509,1,content/mix/7771,leeromgeving,3
1071708967,1,content/mix/7771,leeromgeving,0
1071708967,1,content/mix/7771,leeromgeving,1
1071708967,1,content/mix/7771,leeromgeving,5
1551922279,1,content/mix/7771,leeromgeving,6
1551922279,1,content/mix/7771,leeromgeving,2
1631862394,1,content/mix/7771,leeromgeving,8
1631862394,1,content/mix/7771,leeromgeving,2
1719484156,1,content/mix/7771,leeromgeving,9
1719484156,1,content/mix/7771,leeromgeving,5
1847871551,1,content/mix/7773,leeromgeving,3
1847871551,1,content/mix/7773,leeromgeving,6
1847871551,1,content/mix/7773,leeromgeving,8
1481970901,2,content/mix/7784,leeromgeving,4
1481970901,2,content/mix/7784,leeromgeving,8
468402757,0,content/mix/7788,leeromgeving,2
1205691654,0,content/mix/7788,leeromgeving,4
618040523,7,content/mix/7795,leeromgeving,6
618040523,7,content/mix/7795,leeromgeving,8
1391444492,1,content/mix/8397,leeromgeving,3
1391444492,1,content/mix/8397,leeromgeving,2
1391444492,1,content/mix/8397,leeromgeving,5
1833673734,0,content/mix/8438,leeromgeving,8
8449562,1,content/mix/8441,leeromgeving,4
8449562,1,content/mix/8441,leeromgeving,8
12011801,2,content/mix/8441,leeromgeving,4
12011801,2,content/mix/8441,leeromgeving,3
